created_at,text
11/29/2021 2:24,"Great talks and posters at the 2021 SBS Research and Teaching Showcase @AucklandUni @ScienceUoA! 🎉🥼🧪🪳🐦
Most strikin… https://t.co/lKV9ZPdlRo"
11/29/2021 2:24,"RT @wqbelle: ""Metrofloat New York"" : #PostApocalyptic #SciFi #Thriller

#Pandemic: In one year, 12 out of 15 billion people die

Amazon: ht…"
11/29/2021 2:24,"RT @EbonyJHilton_MD: For me, this was an inflection point in the #pandemic. Where #Antivaxxers &amp; #MedicalLeadership began to have the same…"
11/29/2021 2:24,"RT @wqbelle: #PostApocalyptic #SciFi #Thriller

#Pandemic: In one year, 12 out of 15 billion people die.

Metrofloat New York
Amazon: https…"
11/29/2021 2:23,"RT @wqbelle: Read an excerpt : ""Metrofloat New York"" : Post-Apocalyptic SciFi Thriller
https://t.co/Hke27tJ5Yl
#PostApocalypse #PostApocaly…"
11/29/2021 2:23,My mother lives in #Ohio and so many times over the past many months I've felt convinced that jackass #antivaxxers… https://t.co/zpikxdpLmT
11/29/2021 2:22,"RT @amcotn: 🙄🙄🙄 No, insanity is IGNORING the experts, not doing the damn things, pretending it's a hoax, keeping us in perpetual #pandemic…"
11/29/2021 2:21,RT @KatharineSmart: En route back to #Yukon feeling grateful that legislation is coming to the House to protect #HCW. This #pandemic is not…
11/29/2021 2:18,"RT @PrincipalTam: “Right now, I think #teachers need more TLC than they do PD.”
@DrBradJohnson 
IMHO, Dr. Johnson, this is SO DAMNED TRUE!!…"
11/29/2021 2:17,#JobSearchTips - Be prepared for the new #JobSearch success requirements! Working with Recruiters During Your Coron… https://t.co/IawSBlmnRu
11/29/2021 2:16,Record number of passengers expected to pass through TSA checkpoints - https://t.co/Js6Ee39amW - #Pandemic #Travel
11/29/2021 2:15,"RT @stessewsen: In Germany, the Head of the Chemnitz Clinic, Dr Thomas Jendges, committed suicide saying he no longer wants to be part of t…"
11/29/2021 2:15,"Australian quarantine requirements strengthened in response to new COVID-19 variant
👉 https://t.co/EbmXMDVqei… https://t.co/7PZ1cQDpEU"
11/29/2021 2:14,"RT @theaseanpost: DAILY SNAPSHOT (TOTAL CASES CROSS 14 MILLION MARK): Total Cases crossed 14 million at 7:00 pm with over 30,000 New Cases…"
11/29/2021 2:14,"#DanAndrews KILLED 800 #VICTORIANS through POOR management of the #PANDEMIC 

SHAME ON YOU
#springst #vicpol… https://t.co/RahZX4UShx"
11/29/2021 2:14,Newly Updated: Grab-N-Go Bag Essentials You Must Have https://t.co/xgWXbzt1N5 via @SlideShare #lifehack #survival… https://t.co/NZdg8Jx7Ca
